"Participant","Session","MsgId","Type","Messages","CurrentAction","NextIntents","ResponseNextMsg?","ResponseMsgId","ResponseMessages","ResponseCurrentAction","ResponseNextIntents","App","AppVersion"
"P20","4f92e80b-c4e9-48b4-9f71-b9aa7c73f5c8","40","bot","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","y","41","click on add previous comment","","","Droid_Weight","1.5.4"
"P20","4f92e80b-c4e9-48b4-9f71-b9aa7c73f5c8","41","user","click on add previous comment","","","y","42","Oops; some vocabulary in this step is missing or I wasn't able to identify it. Please <b>rephrase the step</b> more accurately <b>or provide a different one</b>","REPHRASE_S2R","S2R_DESCRIPTION","Droid_Weight","1.5.4"
"P20","4f92e80b-c4e9-48b4-9f71-b9aa7c73f5c8","42","bot","Oops; some vocabulary in this step is missing or I wasn't able to identify it. Please <b>rephrase the step</b> more accurately <b>or provide a different one</b>","REPHRASE_S2R","S2R_DESCRIPTION","y","43","click on the ""add previous comment"" button","","","Droid_Weight","1.5.4"
"P20","4f92e80b-c4e9-48b4-9f71-b9aa7c73f5c8","43","user","click on the ""add previous comment"" button","","","y","44","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","Droid_Weight","1.5.4"
"P20","4f92e80b-c4e9-48b4-9f71-b9aa7c73f5c8","44","bot","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","y","45","This is the last step","","","Droid_Weight","1.5.4"
"P20","4f92e80b-c4e9-48b4-9f71-b9aa7c73f5c8","45","user","This is the last step","","","","","","","","Droid_Weight","1.5.4"
"P20","ce4a3f12-eeb2-43b8-9298-5f4b31375cb1","1","user","P20","","","y","2","Hi P20; please <b>select the app</b> that is having the problem","SELECT_APP","APP_SELECTED","Grow_Tracker","2.3.1"
"P20","ce4a3f12-eeb2-43b8-9298-5f4b31375cb1","2","bot","Hi P20; please <b>select the app</b> that is having the problem","SELECT_APP","APP_SELECTED","y","3","; selectedValues = 3","","","Grow_Tracker","2.3.1"
"P20","ce4a3f12-eeb2-43b8-9298-5f4b31375cb1","3","user","; selectedValues = 3","","","y","4","Okay; please tell me the <b>incorrect behavior</b> that you observed on Grow Tracker","CONFIRM_APP","OB_DESCRIPTION","Grow_Tracker","2.3.1"
"P20","ce4a3f12-eeb2-43b8-9298-5f4b31375cb1","4","bot","Okay; please tell me the <b>incorrect behavior</b> that you observed on Grow Tracker","CONFIRM_APP","OB_DESCRIPTION","y","5","App crashes when entering an additive","","","Grow_Tracker","2.3.1"
"P20","ce4a3f12-eeb2-43b8-9298-5f4b31375cb1","5","user","App crashes when entering an additive","","","y","6","Got it. From the list below; select the screen that is <b>having or triggering</b> the problem.  Please click the ""<b>done</b>"" button after you have selected it","SELECT_OB_SCREEN","OB_SCREEN_SELECTED","Grow_Tracker","2.3.1"
"P20","ce4a3f12-eeb2-43b8-9298-5f4b31375cb1","6","bot","Got it. From the list below; select the screen that is <b>having or triggering</b> the problem.  Please click the ""<b>done</b>"" button after you have selected it","SELECT_OB_SCREEN","OB_SCREEN_SELECTED","y","7","done; selectedValues = 3","","","Grow_Tracker","2.3.1"
"P20","ce4a3f12-eeb2-43b8-9298-5f4b31375cb1","7","user","done; selectedValues = 3","","","y","8","Got it; please tell me how the app is <b>supposed to work</b>","CONFIRM_SELECTED_OB_SCREEN","EB_DESCRIPTION","Grow_Tracker","2.3.1"
"P20","ce4a3f12-eeb2-43b8-9298-5f4b31375cb1","8","bot","Got it; please tell me how the app is <b>supposed to work</b>","CONFIRM_SELECTED_OB_SCREEN","EB_DESCRIPTION","y","9","app should not crash when entering an additive","","","Grow_Tracker","2.3.1"
"P20","ce4a3f12-eeb2-43b8-9298-5f4b31375cb1","9","user","app should not crash when entering an additive","","","y","10","Okay; now I need the steps that you performed and caused the problem. <b>The next steps</b> that you performed <b>after you opened the app</b> might be the following (see the list below). Please <b>select the steps</b> that you actually performed","PREDICT_FIRST_S2R_PATH","S2R_PREDICTED_SELECTED","Grow_Tracker","2.3.1"
"P20","ce4a3f12-eeb2-43b8-9298-5f4b31375cb1","10","bot","Okay; now I need the steps that you performed and caused the problem. <b>The next steps</b> that you performed <b>after you opened the app</b> might be the following (see the list below). Please <b>select the steps</b> that you actually performed","PREDICT_FIRST_S2R_PATH","S2R_PREDICTED_SELECTED","y","11","done; selectedValues = 0; 1; 2; 3; 4","","","Grow_Tracker","2.3.1"
"P20","ce4a3f12-eeb2-43b8-9298-5f4b31375cb1","11","user","done; selectedValues = 0; 1; 2; 3; 4","","","y","12","Okay; it seems <b>the next steps</b> that you performed might be the following (see the list below). Please <b>select the steps</b> that you actually performed","PREDICT_FIRST_S2R_PATH","S2R_PREDICTED_SELECTED","Grow_Tracker","2.3.1"
"P20","ce4a3f12-eeb2-43b8-9298-5f4b31375cb1","12","bot","Okay; it seems <b>the next steps</b> that you performed might be the following (see the list below). Please <b>select the steps</b> that you actually performed","PREDICT_FIRST_S2R_PATH","S2R_PREDICTED_SELECTED","y","13","done; selectedValues = 0; 1; 2","","","Grow_Tracker","2.3.1"
"P20","ce4a3f12-eeb2-43b8-9298-5f4b31375cb1","13","user","done; selectedValues = 0; 1; 2","","","y","14","Okay; is this <b>the last step</b> that you performed: ""Type a valid input on the ""amount (ml)"" text field""?","PREDICT_FIRST_S2R_PATH","NO_EXPECTED_INTENT","Grow_Tracker","2.3.1"
"P20","ce4a3f12-eeb2-43b8-9298-5f4b31375cb1","14","bot","Okay; is this <b>the last step</b> that you performed: ""Type a valid input on the ""amount (ml)"" text field""?","PREDICT_FIRST_S2R_PATH","NO_EXPECTED_INTENT","y","15","no","","","Grow_Tracker","2.3.1"
"P20","ce4a3f12-eeb2-43b8-9298-5f4b31375cb1","15","user","no","","","y","16","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","Grow_Tracker","2.3.1"
"P20","ce4a3f12-eeb2-43b8-9298-5f4b31375cb1","16","bot","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","y","17","click the ok button","","","Grow_Tracker","2.3.1"
"P20","ce4a3f12-eeb2-43b8-9298-5f4b31375cb1","17","user","click the ok button","","","y","18","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","Grow_Tracker","2.3.1"
"P20","ce4a3f12-eeb2-43b8-9298-5f4b31375cb1","18","bot","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","y","19","yes","","","Grow_Tracker","2.3.1"
"P20","ce4a3f12-eeb2-43b8-9298-5f4b31375cb1","19","user","yes","","","y","20","Okay; is this <b>the last step</b> that you performed: ""click the ok button""?","PREDICT_FIRST_S2R_PATH","NO_EXPECTED_INTENT","Grow_Tracker","2.3.1"
"P20","ce4a3f12-eeb2-43b8-9298-5f4b31375cb1","20","bot","Okay; is this <b>the last step</b> that you performed: ""click the ok button""?","PREDICT_FIRST_S2R_PATH","NO_EXPECTED_INTENT","y","21","yes","","","Grow_Tracker","2.3.1"
"P20","ce4a3f12-eeb2-43b8-9298-5f4b31375cb1","21","user","yes","","","y","22","Okay; great!. The <b>bug report ID</b> that you need to provide in the survey is:. <b>P20-Grow_Tracker-2.3.1-ce4a3f12-eeb2-43b8-9298-5f4b31375cb1</b>. The button below will take you to the <b>bug report</b> you just issued. Thank you for using BURT","REPORT_SUMMARY","NO_EXPECTED_INTENT","Grow_Tracker","2.3.1"
"P20","ce4a3f12-eeb2-43b8-9298-5f4b31375cb1","22","bot","Okay; great!. The <b>bug report ID</b> that you need to provide in the survey is:. <b>P20-Grow_Tracker-2.3.1-ce4a3f12-eeb2-43b8-9298-5f4b31375cb1</b>. The button below will take you to the <b>bug report</b> you just issued. Thank you for using BURT","REPORT_SUMMARY","NO_EXPECTED_INTENT","","","","","","Grow_Tracker","2.3.1"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","1","user","P21","","","y","2","Hi P21; please <b>select the app</b> that is having the problem","SELECT_APP","APP_SELECTED","ATimeTracker","0.20"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","2","bot","Hi P21; please <b>select the app</b> that is having the problem","SELECT_APP","APP_SELECTED","y","3","; selectedValues = 4","","","ATimeTracker","0.20"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","3","user","; selectedValues = 4","","","y","4","Okay; please tell me the <b>incorrect behavior</b> that you observed on ATimeTracker","CONFIRM_APP","OB_DESCRIPTION","ATimeTracker","0.20"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","4","bot","Okay; please tell me the <b>incorrect behavior</b> that you observed on ATimeTracker","CONFIRM_APP","OB_DESCRIPTION","y","5","A time tracker has stopped ","","","ATimeTracker","0.20"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","5","user","A time tracker has stopped ","","","y","6","Okay; just to double check; is this the screen that is <b>having or triggering</b> the problem?","CONFIRM_MATCHED_OB","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","ATimeTracker","0.20"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","6","bot","Okay; just to double check; is this the screen that is <b>having or triggering</b> the problem?","CONFIRM_MATCHED_OB","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","y","7","no","","","ATimeTracker","0.20"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","7","user","no","","","y","8","Okay; I am having some difficulty recognizing the incorrect behavior. Please <b>clarify or rephrase</b> the incorrect behavior","PROVIDE_OB","OB_DESCRIPTION","ATimeTracker","0.20"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","8","bot","Okay; I am having some difficulty recognizing the incorrect behavior. Please <b>clarify or rephrase</b> the incorrect behavior","PROVIDE_OB","OB_DESCRIPTION","y","9","a time tracker has stopped","","","ATimeTracker","0.20"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","9","user","a time tracker has stopped","","","y","10","Okay; just to double check; is this the screen that is <b>having or triggering</b> the problem?","CONFIRM_MATCHED_OB","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","ATimeTracker","0.20"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","10","bot","Okay; just to double check; is this the screen that is <b>having or triggering</b> the problem?","CONFIRM_MATCHED_OB","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","y","11","no","","","ATimeTracker","0.20"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","11","user","no","","","y","12","Okay; now please tell me how the app is <b>supposed to work</b>","PROVIDE_EB","EB_DESCRIPTION","ATimeTracker","0.20"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","12","bot","Okay; now please tell me how the app is <b>supposed to work</b>","PROVIDE_EB","EB_DESCRIPTION","y","13","show times","","","ATimeTracker","0.20"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","13","user","show times","","","y","14","I am sorry; I couldn't recognize the language of your description. Please tell me how the app is <b>supposed to work</b> one more time","PROVIDE_EB_NO_PARSE","EB_DESCRIPTION","ATimeTracker","0.20"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","14","bot","I am sorry; I couldn't recognize the language of your description. Please tell me how the app is <b>supposed to work</b> one more time","PROVIDE_EB_NO_PARSE","EB_DESCRIPTION","y","15","don't stop","","","ATimeTracker","0.20"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","15","user","don't stop","","","y","16","Okay; now I need the steps that you performed and caused the problem. Please tell me the <b>first step</b> that you performed after you opened the app","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","ATimeTracker","0.20"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","16","bot","Okay; now I need the steps that you performed and caused the problem. Please tell me the <b>first step</b> that you performed after you opened the app","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","y","17","click ok","","","ATimeTracker","0.20"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","17","user","click ok","","","y","18","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","ATimeTracker","0.20"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","18","bot","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","y","19","yes","","","ATimeTracker","0.20"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","19","user","yes","","","y","20","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","ATimeTracker","0.20"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","20","bot","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","y","21","add task","","","ATimeTracker","0.20"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","21","user","add task","","","y","22","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","ATimeTracker","0.20"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","22","bot","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","y","23","yes","","","ATimeTracker","0.20"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","23","user","yes","","","y","24","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","ATimeTracker","0.20"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","24","bot","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","y","25","show times","","","ATimeTracker","0.20"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","25","user","show times","","","y","26","Oops; the terms ""show"" <b>do not match a valid action</b> from the app. Please <b>rephrase the step</b> more accurately <b>or provide a different one</b>","REPHRASE_S2R","S2R_DESCRIPTION","ATimeTracker","0.20"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","26","bot","Oops; the terms ""show"" <b>do not match a valid action</b> from the app. Please <b>rephrase the step</b> more accurately <b>or provide a different one</b>","REPHRASE_S2R","S2R_DESCRIPTION","y","27","long click","","","ATimeTracker","0.20"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","27","user","long click","","","y","28","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","ATimeTracker","0.20"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","28","bot","Got it; what is the <b>step</b> that you performed next?","PROVIDE_S2R","S2R_DESCRIPTION","y","29","click show times","","","ATimeTracker","0.20"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","29","user","click show times","","","y","30","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","ATimeTracker","0.20"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","30","bot","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","y","31","yes","","","ATimeTracker","0.20"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","31","user","yes","","","y","32","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","ATimeTracker","0.20"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","32","bot","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","y","33","add task","","","ATimeTracker","0.20"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","33","user","add task","","","y","34","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","ATimeTracker","0.20"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","34","bot","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","y","35","yes","","","ATimeTracker","0.20"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","35","user","yes","","","y","36","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","ATimeTracker","0.20"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","36","bot","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","y","37","none","","","ATimeTracker","0.20"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","37","user","none","","","y","38","I am sorry; I am not able to understand this step.  Please <b>rephrase and provide the step</b> one more time","PROVIDE_S2R_NO_PARSE","S2R_DESCRIPTION","ATimeTracker","0.20"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","38","bot","I am sorry; I am not able to understand this step.  Please <b>rephrase and provide the step</b> one more time","PROVIDE_S2R_NO_PARSE","S2R_DESCRIPTION","y","39","This is the last step","","","ATimeTracker","0.20"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","39","user","This is the last step","","","y","40","Okay; great!. The <b>bug report ID</b> that you need to provide in the survey is:. <b>P21-ATimeTracker-0.20-143b3591-ec1a-406e-8ed3-35e80eae90d3</b>. The button below will take you to the <b>bug report</b> you just issued. Thank you for using BURT","REPORT_SUMMARY","NO_EXPECTED_INTENT","ATimeTracker","0.20"
"P21","143b3591-ec1a-406e-8ed3-35e80eae90d3","40","bot","Okay; great!. The <b>bug report ID</b> that you need to provide in the survey is:. <b>P21-ATimeTracker-0.20-143b3591-ec1a-406e-8ed3-35e80eae90d3</b>. The button below will take you to the <b>bug report</b> you just issued. Thank you for using BURT","REPORT_SUMMARY","NO_EXPECTED_INTENT","","","","","","ATimeTracker","0.20"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","1","user","P21","","","y","2","Hi P21; please <b>select the app</b> that is having the problem","SELECT_APP","APP_SELECTED","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","2","bot","Hi P21; please <b>select the app</b> that is having the problem","SELECT_APP","APP_SELECTED","y","3","; selectedValues = 0","","","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","3","user","; selectedValues = 0","","","y","4","Okay; please tell me the <b>incorrect behavior</b> that you observed on Droid Weight","CONFIRM_APP","OB_DESCRIPTION","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","4","bot","Okay; please tell me the <b>incorrect behavior</b> that you observed on Droid Weight","CONFIRM_APP","OB_DESCRIPTION","y","5","droid weight has stopped","","","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","5","user","droid weight has stopped","","","y","6","Got it. From the list below; select the screen that is <b>having or triggering</b> the problem.  Please click the ""<b>done</b>"" button after you have selected it","SELECT_OB_SCREEN","OB_SCREEN_SELECTED","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","6","bot","Got it. From the list below; select the screen that is <b>having or triggering</b> the problem.  Please click the ""<b>done</b>"" button after you have selected it","SELECT_OB_SCREEN","OB_SCREEN_SELECTED","y","7","none of the above","","","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","7","user","none of the above","","","y","8","Okay then; which of the following screens is <b>having or triggering the problem</b>?","CONFIRM_SELECTED_OB_SCREEN","OB_SCREEN_SELECTED","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","8","bot","Okay then; which of the following screens is <b>having or triggering the problem</b>?","CONFIRM_SELECTED_OB_SCREEN","OB_SCREEN_SELECTED","y","9","none of the above","","","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","9","user","none of the above","","","y","10","All right. Then; your problem description does not seem to match any app screen. Please tell me the <b>incorrect behavior</b> one more time","CONFIRM_SELECTED_OB_SCREEN","OB_DESCRIPTION","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","10","bot","All right. Then; your problem description does not seem to match any app screen. Please tell me the <b>incorrect behavior</b> one more time","CONFIRM_SELECTED_OB_SCREEN","OB_DESCRIPTION","y","11","droid weight has stopped","","","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","11","user","droid weight has stopped","","","y","12","Got it. From the list below; select the screen that is <b>having or triggering</b> the problem.  Please click the ""<b>done</b>"" button after you have selected it","SELECT_OB_SCREEN","OB_SCREEN_SELECTED","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","12","bot","Got it. From the list below; select the screen that is <b>having or triggering</b> the problem.  Please click the ""<b>done</b>"" button after you have selected it","SELECT_OB_SCREEN","OB_SCREEN_SELECTED","y","13","none of the above","","","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","13","user","none of the above","","","y","14","All right; let's continue. Please tell me how the app is <b>supposed to work</b>","CONFIRM_SELECTED_OB_SCREEN","EB_DESCRIPTION","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","14","bot","All right; let's continue. Please tell me how the app is <b>supposed to work</b>","CONFIRM_SELECTED_OB_SCREEN","EB_DESCRIPTION","y","15","show calculated BMI","","","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","15","user","show calculated BMI","","","y","16","I am sorry; I couldn't recognize the language of your description. Please tell me how the app is <b>supposed to work</b> one more time","PROVIDE_EB_NO_PARSE","EB_DESCRIPTION","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","16","bot","I am sorry; I couldn't recognize the language of your description. Please tell me how the app is <b>supposed to work</b> one more time","PROVIDE_EB_NO_PARSE","EB_DESCRIPTION","y","17","show BMI","","","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","17","user","show BMI","","","y","18","Okay; now I need the steps that you performed and caused the problem. Please tell me the <b>first step</b> that you performed after you opened the app","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","18","bot","Okay; now I need the steps that you performed and caused the problem. Please tell me the <b>first step</b> that you performed after you opened the app","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","y","19","click statistics","","","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","19","user","click statistics","","","y","20","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","20","bot","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","y","21","yes","","","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","21","user","yes","","","y","22","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","22","bot","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","y","23","click BMI calculator","","","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","23","user","click BMI calculator","","","y","24","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","24","bot","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","y","25","yes","","","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","25","user","yes","","","y","26","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","26","bot","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","y","27","enter height","","","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","27","user","enter height","","","y","28","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","28","bot","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","y","29","yes","","","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","29","user","yes","","","y","30","It seems that no specific input or value was provided for the step. Please provide an input (e.g.; 5)","SPECIFY_INPUT_S2R","S2R_INPUT","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","30","bot","It seems that no specific input or value was provided for the step. Please provide an input (e.g.; 5)","SPECIFY_INPUT_S2R","S2R_INPUT","y","31","50","","","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","31","user","50","","","y","32","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","32","bot","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","y","33","enter weight","","","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","33","user","enter weight","","","y","34","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","34","bot","Ok; just to double check; is this the step that you are reporting?","CONFIRM_MATCHED_S2R","AFFIRMATIVE_ANSWER, NEGATIVE_ANSWER","y","35","yes","","","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","35","user","yes","","","y","36","It seems that no specific input or value was provided for the step. Please provide an input (e.g.; 5)","SPECIFY_INPUT_S2R","S2R_INPUT","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","36","bot","It seems that no specific input or value was provided for the step. Please provide an input (e.g.; 5)","SPECIFY_INPUT_S2R","S2R_INPUT","y","37","60","","","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","37","user","60","","","y","38","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","Droid_Weight","1.5.4"
"P21","8ea78c05-e3bc-4c21-88f7-4ff67777bbba","38","bot","Okay; please provide the <b>next step</b> that you performed","PREDICT_FIRST_S2R_PATH","S2R_DESCRIPTION","y","39","click yes","","","Droid_Weight","1.5.4"
